code,date,momentum_5d
603999.XSHG,2020-12-29,-0.01608187134502914
300510.XSHE,2020-12-29,-0.005553841406973126
002289.XSHE,2020-12-29,-0.049429657794676785
002481.XSHE,2020-12-29,-0.06362201255552691
300724.XSHE,2020-12-29,-0.05576592082616172
600220.XSHG,2020-12-29,-0.12406855439642317
600730.XSHG,2020-12-29,-0.0200642054574639
603108.XSHG,2020-12-29,-0.07350427350427347
600199.XSHG,2020-12-29,-0.01467851974364276
601018.XSHG,2020-12-29,0.05973451327433632
601336.XSHG,2020-12-29,-0.010080327610647366
000951.XSHE,2020-12-29,-0.016732759454492707
600599.XSHG,2020-12-29,0.01740812379110257
002443.XSHE,2020-12-29,-0.08346581875993642
603969.XSHG,2020-12-29,-0.009972299168975018
600883.XSHG,2020-12-29,-0.04017139796464919
300307.XSHE,2020-12-29,-0.0736842105263158
603917.XSHG,2020-12-29,-0.0456747404844291
600355.XSHG,2020-12-29,-0.04298186702484896
300547.XSHE,2020-12-29,-0.05172824791418362
000554.XSHE,2020-12-29,0.0
000516.XSHE,2020-12-29,0.06473500463519977
601229.XSHG,2020-12-29,-0.0014319809069210931
600039.XSHG,2020-12-29,0.004575350300257464
601020.XSHG,2020-12-29,0.03121852970795569
000869.XSHE,2020-12-29,-0.10660820267517046
603725.XSHG,2020-12-29,-0.03648269410664162
603177.XSHG,2020-12-29,0.04123711340206171
600288.XSHG,2020-12-29,-0.02736885755753682
300164.XSHE,2020-12-29,-0.04727850615812479
002012.XSHE,2020-12-29,-0.040153631284916225
002590.XSHE,2020-12-29,0.020689655172413834
300738.XSHE,2020-12-29,-0.03695042095416279
300207.XSHE,2020-12-29,-0.011459353574926445
002938.XSHE,2020-12-29,0.026495383380168658
600095.XSHG,2020-12-29,-0.07651093013287602
002876.XSHE,2020-12-29,0.07512402551381991
002502.XSHE,2020-12-29,-0.035013262599469464
002542.XSHE,2020-12-29,-0.0033083754135468935
000736.XSHE,2020-12-29,-0.027490297542044018
600623.XSHG,2020-12-29,-0.012088771275636123
300534.XSHE,2020-12-29,-0.0657000453103761
603815.XSHG,2020-12-29,-0.03690036900369009
000096.XSHE,2020-12-29,0.018786692759295454
300359.XSHE,2020-12-29,-0.04046692607003888
002826.XSHE,2020-12-29,-0.05048543689320406
600382.XSHG,2020-12-29,-0.1646888567293776
300512.XSHE,2020-12-29,-0.05536723163841817
600588.XSHG,2020-12-29,0.01207090698150548
300885.XSHE,2020-12-29,-0.07499332799573
600361.XSHG,2020-12-29,-0.029237094563727806
600236.XSHG,2020-12-29,0.017937219730941756
000565.XSHE,2020-12-29,-0.023057919297282403
000998.XSHE,2020-12-29,-0.013201006695474637
300531.XSHE,2020-12-29,-0.02503995737879605
002224.XSHE,2020-12-29,-0.040455426356589164
002337.XSHE,2020-12-29,0.0030376670716889542
688055.XSHG,2020-12-29,-0.03948896631823462
002453.XSHE,2020-12-29,-0.020555767034640238
601512.XSHG,2020-12-29,-0.0019607843137254832
300799.XSHE,2020-12-29,0.008106819265617737
603697.XSHG,2020-12-29,-0.1909780775716694
000155.XSHE,2020-12-29,-0.06264869151467078
600667.XSHG,2020-12-29,-0.03015075376884424
300437.XSHE,2020-12-29,-0.039162727886563165
002836.XSHE,2020-12-29,-0.030622009569377884
600537.XSHG,2020-12-29,0.21152829190904288
603816.XSHG,2020-12-29,-0.11073651452282163
300514.XSHE,2020-12-29,-0.040202966432474674
300033.XSHE,2020-12-29,-0.1315720126828689
002459.XSHE,2020-12-29,-0.060538116591928204
300084.XSHE,2020-12-29,-0.06929212362911252
688278.XSHG,2020-12-29,-0.10591259640102824
000679.XSHE,2020-12-29,-0.014192785334121716
600403.XSHG,2020-12-29,0.4961169483782548
300366.XSHE,2020-12-29,-0.023388860844691273
000055.XSHE,2020-12-29,-0.0020661157024793875
300876.XSHE,2020-12-29,-0.10328979196903731
002992.XSHE,2020-12-29,-0.09833276624702281
300025.XSHE,2020-12-29,-0.0022246941045606095
300363.XSHE,2020-12-29,-0.06627997453490841
600290.XSHG,2020-12-29,0.17502124044180123
603008.XSHG,2020-12-29,0.011114970475859742
601236.XSHG,2020-12-29,0.14043887147335443
600742.XSHG,2020-12-29,-0.03012306046013913
300346.XSHE,2020-12-29,0.010368422625272489
300726.XSHE,2020-12-29,0.03901526058162985
601956.XSHG,2020-12-29,
002467.XSHE,2020-12-29,0.01715160796324655
000159.XSHE,2020-12-29,-0.02717391304347827
600592.XSHG,2020-12-29,0.10372005044136179
600331.XSHG,2020-12-29,-0.06453154875717027
002261.XSHE,2020-12-29,0.022399056881815538
002310.XSHE,2020-12-29,-0.103905160390516
300841.XSHE,2020-12-29,-0.08521698374486031
300850.XSHE,2020-12-29,0.0055712011754622814
002181.XSHE,2020-12-29,-0.036420395421435936
000837.XSHE,2020-12-29,-0.04484304932735417
600808.XSHG,2020-12-29,-0.011804384485666009
002714.XSHE,2020-12-29,0.0714717829055398
601288.XSHG,2020-12-29,-0.0019342359767891004
603617.XSHG,2020-12-29,-0.03920807453416153
603799.XSHG,2020-12-29,0.031187364707768728
002579.XSHE,2020-12-29,-0.03951548848292297
300386.XSHE,2020-12-29,0.024336526814227488
600428.XSHG,2020-12-29,0.13976772126551862
300286.XSHE,2020-12-29,-0.05426212781745676
600828.XSHG,2020-12-29,-0.008001939864209606
002285.XSHE,2020-12-29,-0.01905036801847315
002574.XSHE,2020-12-29,-0.04787234042553179
000739.XSHE,2020-12-29,-0.044581918434589585
002900.XSHE,2020-12-29,-0.1541924592009004
600856.XSHG,2020-12-29,-0.05714285714285716
600186.XSHG,2020-12-29,-0.014211886304909549
600584.XSHG,2020-12-29,0.034132289798358695
002806.XSHE,2020-12-29,-0.05867215645908397
300639.XSHE,2020-12-29,-0.04667919799498743
601991.XSHG,2020-12-29,0.058528428093645335
002398.XSHE,2020-12-29,-0.02405427631578949
002627.XSHE,2020-12-29,0.007747318235995282
300323.XSHE,2020-12-29,0.09724388975559028
002027.XSHE,2020-12-29,-0.0010409160060853573
601113.XSHG,2020-12-29,-0.051401869158878566
300866.XSHE,2020-12-29,-0.052331634610115696
