code,size,beta,momentum,residual_volatility,non_linear_size,book_to_price_ratio,liquidity,earnings_yield,growth,leverage
000001.XSHE,1.014618,-0.118589,-0.437663,-0.731915,-1.285335,1.774561,-0.410772,0.641548,-0.188797,1.818474
000002.XSHE,1.014618,-0.575941,-0.54682,-0.648088,-1.285335,0.2322219999999999,-0.022257,2.0678,0.576727,1.487203
000004.XSHE,-2.083008,0.467075,0.1658089999999999,0.970572,1.847392,-0.576412,1.126975,-0.822448,-0.670139,-1.434939
000005.XSHE,-2.452934,-0.582337,-0.544916,-0.471117,1.182972,0.031,-0.2474869999999999,-0.660771,1.449127,-0.797477
000006.XSHE,-1.255575,0.156594,0.607796,0.950165,2.0142830000000003,0.314637,0.979465,-0.7293970000000001,-0.279965,0.281804
000007.XSHE,-2.484396,-1.776902,-0.4336029999999999,0.434817,1.10608,-1.330139,0.277989,-0.88887,-2.663434,-1.374912
000008.XSHE,-1.505888,-0.590071,-1.018037,-1.034799,2.124702,1.142081,-0.362878,-0.158391,0.580541,-0.811842
000009.XSHE,-0.69562,1.409512,0.8845,0.767624,1.406636,-0.690285,1.434786,-1.074668,-0.112664,0.47762
000010.XSHE,-2.392779,-1.939655,-0.6680590000000001,0.12669,1.320701,-1.111578,-0.684497,-0.904008,-0.307101,-0.078525
000011.XSHE,-0.830723,-0.156571,1.329534,3.142688,1.589959,-0.984587,1.385495,-0.4116649999999999,1.408853,0.503482
000012.XSHE,-0.768971,0.727658,-0.1590359999999999,-0.040297,1.508558,0.016495,0.8271649999999999,-0.417994,-0.599713,-0.146773
000014.XSHE,-2.595441,0.24766,-0.0475579999999999,0.897383,0.807279,-0.464296,1.116051,-0.846301,-0.4725279999999999,-0.420513
000016.XSHE,-0.8601979999999999,1.64498,0.346405,1.022407,1.627292,-0.125665,1.577583,-1.6898080000000002,1.505581,1.619903
000017.XSHE,-3.146923,0.017335,-1.808467,1.325593,-1.3677469999999998,-1.51198,0.4410189999999999,-0.775148,-2.256487,-0.112036
000019.XSHE,-1.2785959999999998,0.29566,-0.0067459999999999,1.253045,2.029298,-0.30824,1.804749,-0.1224529999999999,2.151552,-0.7660100000000001
000020.XSHE,-2.305489,-0.271471,0.043996,0.860189,1.499396,-1.241314,0.333633,-0.577187,0.692222,-0.550809
000021.XSHE,-0.167164,2.075296,1.326309,0.8486899999999999,0.553027,-0.937411,1.557776,-1.218105,-0.112329,-0.446309
000023.XSHE,-2.600742,-0.750071,0.064027,1.255868,0.791926,-0.977036,0.5560510000000001,-0.852973,0.8240290000000001,-0.196522
000025.XSHE,-1.461745,0.090224,-0.391993,-0.309788,2.114067,-1.08896,0.461542,-0.587603,0.472179,-1.199496
000026.XSHE,-1.657245,0.957756,0.018852,1.136178,2.1297040000000003,-0.3980039999999999,1.199256,-0.662556,-0.053979,-0.959468
