code,size,beta,momentum,residual_volatility,non_linear_size,book_to_price_ratio,liquidity,earnings_yield,growth,leverage
000001.XSHE,0.883851,-0.348478,0.645066,0.5296069999999999,-1.136686,0.6494409999999999,-0.29216,0.018014,-0.117991,1.7874599999999998
000002.XSHE,0.883851,-1.343032,-0.5596770000000001,0.012594,-1.136686,0.179052,0.227928,2.028308,0.72423,1.204589
000004.XSHE,-2.496423,-0.877425,-1.756068,1.371848,1.254746,0.005983,0.901329,-0.8313790000000001,-0.750977,-1.438341
000005.XSHE,-2.626843,-1.079012,-1.885299,-0.3656,0.916727,0.457356,-0.492364,-0.892925,1.365842,-0.815947
000006.XSHE,-1.676756,-0.581747,-1.152482,-0.280076,2.205253,1.604707,-0.091701,-1.127025,-0.358481,0.342435
000007.XSHE,-3.1051990000000003,-3.155032,-4.039618,3.2900620000000003,-0.854248,-1.187191,2.339186,-0.880411,-2.735378,-2.353879
000008.XSHE,-1.769607,-1.489104,-1.739411,-0.881574,2.186484,1.862429,-0.698224,-0.430253,0.626175,-0.5744520000000001
000009.XSHE,-0.641534,0.588643,0.378319,0.024761,1.356272,-0.6180869999999999,1.340066,-0.4347069999999999,-0.169213,0.4238479999999999
000010.XSHE,-2.360377,-2.102132,-0.957544,0.731216,1.547208,-1.09477,0.63952,-1.282055,-0.388083,-0.0301199999999999
000011.XSHE,-1.460982,-0.103453,-1.279395,1.736618,2.176428,-0.48138,1.037264,-0.470375,1.324129,1.26633
000012.XSHE,-0.795982,0.8344940000000001,-0.183267,-0.368635,1.576846,0.0956559999999999,0.781986,-0.096034,-0.631668,-0.433631
000014.XSHE,-3.00576,-0.684555,-1.454727,-0.5797640000000001,-0.413122,0.155187,0.287777,-0.2843699999999999,-0.550292,-0.319691
000016.XSHE,-1.036267,0.365908,-0.720688,-0.5938760000000001,1.867994,0.249561,0.602068,-0.7458899999999999,1.419795,1.636785
000017.XSHE,-3.003034,-1.390702,-1.751084,0.498135,-0.401591,-1.505428,0.178483,-0.771386,-2.332535,-0.293704
000019.XSHE,-1.563599,0.114568,-1.301871,-0.400949,2.202238,0.160054,0.984778,-0.124514,1.986862,-0.654373
000020.XSHE,-2.633357,-0.037384,-1.520229,0.0710399999999999,0.898309,-1.116283,-0.021452,-0.636468,0.612428,-0.56281
000021.XSHE,-0.446244,0.465074,0.006418,-0.262484,1.048849,-0.7086779999999999,0.8779129999999999,-0.690104,-0.2691199999999999,-0.2134889999999999
000023.XSHE,-2.723207,-0.6800189999999999,-0.605797,-0.884548,0.628961,-0.8900870000000001,-1.165199,-0.296492,0.741313,-0.240644
000025.XSHE,-1.7305689999999998,-0.597128,-1.71207,-0.323106,2.196786,-0.944632,-0.163679,-0.505985,0.392182,-1.230451
000026.XSHE,-1.7151919999999998,0.241067,0.001392,0.709627,2.199877,-0.259286,1.027047,-0.151496,0.304436,-1.007089
000027.XSHE,-0.06317,-0.7835880000000001,-0.449129,1.787227,0.389293,0.404658,0.6133109999999999,0.600217,0.4122979999999999,1.967101
000028.XSHE,-0.876539,-0.587149,-1.278689,-0.583317,1.682182,0.909053,-0.1077849999999999,0.881934,0.278803,-0.245259
000029.XSHE,-1.614286,-1.816214,-2.155411,1.328329,2.206996,-0.021136,0.000637,-0.345619,-0.355203,-1.08467
000030.XSHE,-1.100235,-0.034362,-0.203612,0.257641,1.932852,0.05463,-0.65909,0.373753,0.4058969999999999,-0.811365
000031.XSHE,-0.897035,-1.79665,-1.765259,0.199532,1.707802,1.922913,-0.944111,2.062618,-0.039753,1.967101
000032.XSHE,-1.480239,-1.140594,-0.460709,1.154587,2.182875,-1.009801,-0.3795949999999999,-0.7653270000000001,-0.7082,-1.035634
000034.XSHE,-1.286463,0.224795,-1.259891,0.386075,2.086313,-0.293066,0.914453,1.000234,1.684521,0.492407
000035.XSHE,-1.188868,-1.45945,-1.431426,-0.2346639999999999,2.012746,1.270458,-0.764662,1.300282,1.638834,1.967101
000036.XSHE,-1.839894,-1.077238,-0.902167,-1.143604,2.158839,0.964,-1.053232,-1.173599,0.817549,-0.040402
000037.XSHE,-1.814283,-1.045543,-1.90075,0.787241,2.170288,-0.478005,0.6648569999999999,-0.265053,-0.4276899999999999,-1.003613
000038.XSHE,-1.939715,-0.533524,-1.382384,-0.230064,2.098691,0.096338,0.7182529999999999,-1.7446509999999995,-0.6980770000000001,-1.373124
000039.XSHE,0.10205,0.804876,0.339983,0.264357,0.096646,0.5391859999999999,0.355029,0.318046,0.044815,1.651704
000040.XSHE,-2.138071,-0.906368,-2.184779,0.323735,1.90158,2.838561,1.178486,-2.380761,-0.180294,1.38918
000042.XSHE,-1.849706,-1.497499,-1.147669,-1.540501,2.154029,2.464678,-2.054897,-2.55018,-0.232494,1.967101
000045.XSHE,-2.120397,-1.184515,-1.028353,0.107622,1.923532,0.399001,0.022549,-0.7210489999999999,1.049892,-0.974905
000046.XSHE,-1.003652,-1.484922,-2.025659,0.066081,1.832734,2.588402,-1.627238,0.408358,-2.348819,1.967101
000048.XSHE,-1.301499,-0.020236,-0.273113,0.353703,2.09623,-0.953747,-0.811897,0.724847,1.6548619999999998,-0.277074
000049.XSHE,-0.999931,0.8553,0.7808970000000001,-0.05856,1.82862,-1.022018,0.7877270000000001,-0.144013,0.864873,-0.132588
000050.XSHE,-0.263626,0.2162659999999999,-0.546657,-0.928285,0.7407,1.438935,0.2379889999999999,0.041891,0.342154,0.6234029999999999
