code,size,beta,momentum,residual_volatility,non_linear_size,book_to_price_ratio,liquidity,earnings_yield,growth,leverage
000001.XSHE,0.985508,-0.026927,-0.39514,-0.399692,-1.232835,1.360517,-0.241138,0.168442,-0.176243,1.723048
000002.XSHE,0.985508,-0.512548,-0.243428,-0.196976,-1.232835,0.158749,0.190176,1.960387,0.558041,1.350327
000004.XSHE,-1.885967,1.14929,0.966213,1.67563,2.069807,-0.911301,1.327425,-0.939413,-0.684882,-1.505648
000005.XSHE,-2.429695,-0.275358,-0.523004,-0.816555,1.295094,-0.141864,-0.652225,-0.490084,2.128593,-0.8721200000000001
000006.XSHE,-1.628995,-0.340599,-0.6905789999999999,-0.565095,2.159012,1.315021,-0.2848159999999999,-0.71016,-0.292938,0.499868
000007.XSHE,-2.41345,-1.521114,-0.414505,0.712112,1.331295,-1.532317,0.341342,-1.017796,-2.644245,-1.445984
000008.XSHE,-1.36992,-0.071209,-0.804431,-0.612171,2.101084,0.752343,-0.073707,-0.328098,0.581617,-0.890048
000009.XSHE,-0.630213,1.927422,0.527809,0.455285,1.328639,-0.863325,1.243551,-0.36838,-0.1109589999999999,0.46328
000010.XSHE,-2.299405,-1.046658,-0.17772,-0.203905,1.561411,-1.3300809999999998,-0.81143,-1.011926,-0.32497,-0.157667
000011.XSHE,-1.810155,-0.599586,-0.571517,-0.1613609999999999,2.112683,-0.069611,-0.266401,0.280841,1.369881,0.925128
000012.XSHE,-0.8739459999999999,1.0018129999999998,-0.204698,-0.319813,1.661821,0.195391,0.116622,-0.3871159999999999,-0.5974659999999999,-0.158074
000014.XSHE,-2.926268,-0.33609,-0.6897939999999999,-0.567299,-0.25944,-0.158762,-0.123718,-1.008193,-0.482444,-0.454775
000016.XSHE,-0.637727,0.8211950000000001,1.675659,2.500732,1.3397709999999998,-0.501105,2.241953,-1.677493,1.4636559999999998,1.418375
000017.XSHE,-3.106433,0.154356,-0.831253,2.080146,-1.057055,-1.707353,0.75033,-0.913521,-2.248966,-0.190971
000019.XSHE,-1.084717,-0.2634869999999999,0.243417,2.490016,1.893794,-0.5990300000000001,2.012208,-0.305631,2.157807,-0.8453799999999999
000020.XSHE,-2.533451,0.0617049999999999,-0.750106,0.018325,1.043085,-1.34322,-0.6032109999999999,-0.664652,0.669037,-0.616433
000021.XSHE,-0.093305,2.37695,2.070451,1.922476,0.443097,-1.111687,1.832795,-1.392077,-0.216354,-0.523162
000023.XSHE,-2.6538470000000003,-0.0708,0.663335,1.076466,0.704118,-1.118154,0.900226,-0.982787,0.793767,-0.27491
000025.XSHE,-1.483759,-0.40303,-0.392575,-0.222063,2.143318,-1.236751,0.122623,-0.6774140000000001,0.450285,-1.271595
000026.XSHE,-2.218222,0.819779,-0.010792,0.055811,1.700346,0.44921,0.373647,-0.2741659999999999,0.196018,-1.096437
