code,size,beta,momentum,residual_volatility,non_linear_size,book_to_price_ratio,liquidity,earnings_yield,growth,leverage
000001.XSHE,0.919749,0.340701,-0.444371,-0.64789,-1.165518,1.185315,-0.557848,-0.162672,-0.212648,1.948817
000002.XSHE,0.919749,-1.005158,-1.05127,0.336046,-1.165518,1.3505120000000002,0.009948,2.153267,0.2896289999999999,1.807907
000004.XSHE,-2.500775,-0.578566,-0.794562,1.321222,1.1306770000000002,0.08086,1.330824,-0.640463,-1.403023,-1.4274440000000002
000005.XSHE,-2.730217,-1.632507,-0.590334,0.581226,0.459731,0.486847,-0.265225,-1.1512209999999998,-1.281544,-0.845686
000006.XSHE,-1.902879,-1.058,-0.713096,-1.112447,2.0727580000000003,2.65357,-0.937444,-2.820882,-0.431911,1.038146
000007.XSHE,-3.13171,-1.563348,-1.276164,1.453655,-1.198381,-1.34255,0.811608,-1.1060530000000002,-1.405855,-0.43759
000008.XSHE,-1.880165,-1.068151,-0.8079529999999999,-0.82644,2.088307,1.963773,-0.798672,-0.6008319999999999,-0.920115,-0.141256
000009.XSHE,-0.0866919999999999,2.058634,1.72046,1.132273,0.43595,-0.918769,1.39784,-0.817244,0.355694,0.10511
000010.XSHE,-2.469743,-2.100019,-0.575142,0.4475159999999999,1.2072,-0.960728,-0.006319,-1.781702,0.877127,0.13075
000011.XSHE,-1.752938,-0.616261,-0.341513,-0.18317,2.151273,0.468725,0.000206,2.153267,0.680001,1.011302
000012.XSHE,-0.4225239999999999,0.8942610000000001,0.802467,0.364349,1.012617,-0.256505,1.296905,0.750362,-0.803565,-0.5461239999999999
000014.XSHE,-3.20873,-1.058327,-0.7427819999999999,-0.858513,-1.444293,0.5430550000000001,-0.66671,0.5644859999999999,-1.418351,-0.1146
000016.XSHE,-1.093699,-0.228526,-0.0034729999999999,-0.486153,1.917568,0.398719,0.397978,-0.611183,0.249805,1.896571
000017.XSHE,-2.928474,-0.432224,-0.0079849999999999,0.143724,-0.278113,-1.454014,0.351902,-0.764252,-1.238309,-0.244575
000019.XSHE,-1.62361,-0.7781640000000001,-0.590283,-0.849454,2.175426,0.32825,-0.036075,-0.863716,1.972985,-0.390521
000020.XSHE,-2.691905,-0.834902,-0.661241,-0.8687469999999999,0.585021,-1.024462,-1.236867,-0.6977439999999999,-0.206999,-0.504483
000021.XSHE,-0.677296,-0.426247,-0.72902,-0.6583319999999999,1.4093,-0.166239,-0.0924,-0.031719,-0.223121,-0.254367
000023.XSHE,-2.954639,-1.298159,-0.68655,-0.8758360000000001,-0.387049,-0.6523720000000001,-1.811545,-0.085934,0.262676,-0.221741
000025.XSHE,-1.85233,-0.8521639999999999,-0.775395,-0.898603,2.105551,-0.773004,-0.6285029999999999,-0.5235390000000001,-0.2681469999999999,-1.134486
000026.XSHE,-2.060818,-0.392877,-0.386488,-0.683423,1.926538,0.398294,0.118569,0.656223,0.255884,-0.949727
000027.XSHE,-0.196053,-0.61346,0.097848,1.359957,0.627728,0.812469,0.525964,0.30875,-0.332541,1.8232150000000005
000028.XSHE,-1.064907,-1.3575700000000002,-0.8966059999999999,-0.854799,1.889655,1.6715939999999998,-0.7491260000000001,1.023395,0.077916,-0.152132
000029.XSHE,-1.7564400000000002,-1.427604,-0.8556959999999999,0.151844,2.150074,0.327955,-1.308872,-0.289475,-0.397296,-0.929761
000030.XSHE,-1.317703,-0.276892,-0.527321,-0.693364,2.089747,0.623429,-0.937051,0.523482,-0.1262319999999999,-0.66142
000031.XSHE,-1.1083379999999998,-1.807272,-1.048816,-0.195141,1.931285,2.821529,-1.178905,0.991175,-0.206879,2.069191
000032.XSHE,-0.862741,-1.124519,-0.5142899999999999,0.0811559999999999,1.661432,-0.65364,-1.371787,-1.872447,-0.32589,1.124255
000034.XSHE,-1.425719,-1.102826,-0.926252,0.613264,2.14133,0.188338,0.310946,0.611579,0.442748,0.65586
000035.XSHE,-1.266758,-1.303336,-0.462164,0.0578799999999999,2.057999,1.713815,-0.899759,0.550157,1.891188,2.069191
000036.XSHE,-1.873906,-0.635587,-0.19143,0.086616,2.0923580000000004,1.03436,-0.43106,-0.605364,-1.408109,-0.084966
000037.XSHE,-2.126091,0.145837,-0.976403,0.792517,1.845835,-0.0265769999999999,0.772416,-0.334516,-2.382963,-0.910108
000038.XSHE,-2.13632,-1.819288,-0.8161930000000001,-0.375501,1.832071,0.588562,-0.516722,-1.309765,-0.56996,-1.322825
000039.XSHE,0.236314,-0.421788,0.490907,0.201167,-0.131963,0.769115,0.731677,1.380174,0.390812,0.576059
000040.XSHE,-2.071238,-0.4153729999999999,0.020028,0.8320850000000001,1.914471,2.821529,1.488643,-1.043694,-1.720439,0.404545
000042.XSHE,-2.075152,-1.756177,-0.797687,-0.4521159999999999,1.90986,2.821529,-2.07562,0.529958,-0.155375,2.069191
000045.XSHE,-2.129853,-0.8450629999999999,-0.115914,0.015409,1.840808,0.52183,-0.127395,-0.709147,1.007605,-0.8483360000000001
000046.XSHE,-1.434782,-1.846805,-1.403386,1.529571,2.144645,2.821529,-0.750603,1.556323,-3.015695,2.069191
000048.XSHE,-1.51751,-0.547836,-0.650967,-0.4765729999999999,2.167308,-0.523081,-1.617368,2.153267,1.775392,0.471252
000049.XSHE,-1.433245,0.938128,-0.718593,-1.146457,2.144094,-0.521158,0.492172,1.003633,0.7069529999999999,-0.155464
000050.XSHE,-0.343253,-0.613509,-0.590637,-1.015265,0.88046,1.96951,-0.298083,0.507798,0.301833,0.859275
000055.XSHE,-2.152909,-1.013113,-0.447281,-0.979127,1.8091,2.5173520000000003,-0.223518,-0.045758,-1.627081,-0.100334
000056.XSHE,-2.3049060000000003,-1.044124,-0.565335,1.444274,1.560006,2.582574,0.3890889999999999,-0.183951,-0.6198359999999999,-0.207358
000058.XSHE,-1.749809,-1.091689,-0.503454,0.021975,2.15232,-0.570832,0.209084,-0.5552,-0.925363,-0.159347
000059.XSHE,-1.390908,-0.6100939999999999,0.226546,0.799002,2.127113,2.821529,0.6864439999999999,2.153267,-0.438722,0.763703
000060.XSHE,-0.827032,-0.136804,0.352178,0.096307,1.615773,0.5349510000000001,1.083112,-0.179649,-0.366358,0.033477
000061.XSHE,-1.345411,-1.6329360000000002,-0.5503640000000001,-0.099518,2.105058,0.1726589999999999,-0.8278340000000001,0.1233,0.798751,0.389635
000062.XSHE,-1.053634,-0.625211,-0.211251,0.084393,1.878395,-0.232211,-1.106917,-0.370747,0.250362,-0.277323
000063.XSHE,0.919749,-0.13757,-0.502236,-0.508587,-1.165518,-0.497306,0.638071,-0.310908,-0.270682,0.388011
000065.XSHE,-1.87617,-0.356754,-0.268018,0.164949,2.090905,1.609023,0.2441489999999999,1.343255,-0.654936,1.194396
000066.XSHE,-0.175452,0.763163,-0.545245,-0.5321199999999999,0.591793,-0.724567,0.575876,-0.931686,-1.93677,0.326017
000068.XSHE,-2.550896,-1.069422,-0.415459,-0.0873289999999999,1.000093,-1.117879,0.139117,-1.137525,-1.828561,2.069191
000069.XSHE,0.1675299999999999,-1.394899,-0.450918,0.643479,-0.012294,2.808281,-0.427961,2.153267,0.817844,2.069191
000070.XSHE,-2.009705,-0.802493,-0.8595940000000001,-0.098453,1.981311,0.343837,-0.108924,-0.935712,-1.16026,0.035559
000078.XSHE,-1.559073,-1.63117,-0.770826,-0.663169,2.173369,0.734296,-0.8556549999999999,0.5814010000000001,0.011038,0.08187
000088.XSHE,-1.274186,-0.936197,-0.378837,-0.829548,2.062912,0.947681,-1.192126,-0.383803,0.382524,-0.648977
000089.XSHE,-1.017183,-1.521982,-0.605055,-0.526612,1.840739,1.025433,-0.6358189999999999,-0.7923180000000001,0.296648,-0.285056
000090.XSHE,-1.402669,-1.589742,-0.48954,-0.354097,2.132178,1.397938,-0.564729,2.153267,0.532886,1.839687
000096.XSHE,-2.143836,-0.638247,-0.594673,-0.55848,1.821764,0.585859,-1.54827,-0.508865,-0.283629,-1.432899
000099.XSHE,-1.908368,-0.6547930000000001,-0.170248,-0.683009,2.0687990000000003,1.094276,0.094773,-0.305434,0.2555219999999999,-0.480676
000100.XSHE,0.5616949999999999,-0.25948,-0.4174859999999999,-0.401016,-0.669763,-0.106099,0.917376,2.036098,-0.65838,2.069191
000150.XSHE,-2.529183,-1.464229,-0.937621,2.6011990000000003,1.057731,-0.041951,1.278881,-1.7228740000000002,-2.311331,0.941146
000151.XSHE,-2.637671,-0.6160770000000001,-0.5729479999999999,-0.616909,0.753138,-0.428593,-0.15189,-2.092464,-2.609523,-0.4647489999999999
000153.XSHE,-2.495372,0.5938260000000001,0.447371,0.064385,1.144239,0.086523,1.102029,0.2569079999999999,0.435778,-0.29407
000155.XSHE,-0.391778,2.36635,2.438229,1.367067,0.961753,-1.081442,2.209921,-0.997934,-2.218577,0.2416849999999999
000156.XSHE,-1.147844,-1.528268,-0.793686,-0.779479,1.966666,1.805654,-1.0310629999999998,0.7363930000000001,0.798317,-0.346223
000157.XSHE,0.305294,1.588869,-0.36017,-1.036722,-0.2504349999999999,1.217186,0.573182,2.01298,1.813184,0.020333
000158.XSHE,-1.327342,0.674636,-0.556986,0.676346,2.095232,0.270142,1.325851,-0.295471,-1.578923,-0.275049
000159.XSHE,-2.516625,0.0297459999999999,0.438557,0.366512,1.090322,0.977721,1.098427,-0.741326,0.202423,-1.239457
000166.XSHE,0.908967,-0.582921,0.174087,-0.270407,-1.152635,0.784618,-0.286271,-1.151617,0.214324,1.43123
000301.XSHE,0.858851,1.971379,2.294594,1.167552,-1.090877,-0.99349,1.24974,-0.530004,1.972985,1.7373419999999995
000333.XSHE,0.919749,-0.445637,-0.450451,-0.417935,-1.165518,-0.719712,-0.741984,-0.063455,0.2853449999999999,0.107602
000338.XSHE,0.919749,0.8061560000000001,-0.026993,-1.244945,-1.165518,0.099923,0.763965,0.63608,-0.1290869999999999,0.605193
000400.XSHE,-0.892748,0.316063,0.715966,0.965961,1.698635,0.157918,1.463924,-0.328153,-0.396703,-0.682262
000401.XSHE,-0.889552,-1.249842,-0.676327,-0.456384,1.694724,1.37096,0.175061,2.153267,1.243896,0.795243
000402.XSHE,-0.916848,-1.831374,-0.484764,0.232206,1.7277189999999998,2.821529,-0.8617100000000001,2.153267,-0.403843,2.069191
000403.XSHE,-0.691177,-0.4625399999999999,-0.697177,0.23159,1.4293870000000002,-0.590985,-0.52041,-0.944018,0.19766,-1.357054
000404.XSHE,-2.609467,-0.989268,-0.4557199999999999,-0.926371,0.836347,2.475811,-0.1945319999999999,2.153267,-0.686967,-0.278831
000407.XSHE,-2.294034,-0.805021,0.014583,-0.117755,1.580191,0.7443890000000001,0.475481,0.1035329999999999,1.083999,-0.217265
000408.XSHE,0.1795759999999999,1.772479,2.077766,0.914484,-0.033343,-1.009406,2.015231,-1.338484,-1.366,-2.484316
000409.XSHE,-2.68398,-0.311031,-0.340054,-0.038514,0.610258,-0.807211,0.1908109999999999,-0.775562,-0.134548,-0.8602989999999999
000410.XSHE,-1.625233,-1.216265,-0.045283,0.653647,2.17536,-1.3993520000000002,-1.3511799999999998,-1.736372,-2.70647,2.069191
000411.XSHE,-2.520429,-0.938147,-0.87534,-0.185572,1.080508,0.412745,-0.162864,0.494358,0.028635,0.567673
000413.XSHE,-1.286523,-1.051446,-0.8202020000000001,0.346618,2.070861,2.821529,0.469587,-1.01157,-1.488377,-0.0452399999999999
000415.XSHE,-0.984661,-1.446,-0.321731,0.599793,1.805577,2.821529,-0.5241060000000001,1.556323,-1.141141,2.069191
000416.XSHE,-2.933195,-0.696009,-0.994392,-0.589033,-0.297567,0.046747,-0.550243,-0.658409,-2.389214,-1.460434
000417.XSHE,-2.4289400000000003,-1.144318,-0.648573,-1.163825,1.3028620000000002,2.586565,-0.8751040000000001,0.305931,-0.922123,0.2972329999999999
000419.XSHE,-2.734303,-1.2089,-0.392415,-1.01245,0.4460439999999999,2.801627,-1.339046,-0.549181,-0.8513780000000001,0.189921
000420.XSHE,-1.5311709999999998,0.606846,1.165664,0.754081,2.169701,-0.346298,0.759221,-1.183125,-0.991629,-0.251714
000421.XSHE,-2.6486560000000003,-0.663034,-0.544489,-0.261982,0.719952,2.046624,-0.402981,0.906733,0.325463,1.811167
000422.XSHE,-0.785805,0.02702,3.4334010000000004,2.993302,1.561266,-1.303907,2.0503560000000003,0.984064,0.8563219999999999,2.069191
000423.XSHE,-0.5721390000000001,0.133459,-0.5954109999999999,-0.736084,1.251581,-0.2396469999999999,-0.172986,-0.7322850000000001,-0.94673,-1.273441
000425.XSHE,-0.001535,0.811067,0.0069999999999999,-0.626422,0.28554,0.882501,0.4438609999999999,1.476642,1.459975,-0.0346459999999999
000426.XSHE,-1.102055,0.6329640000000001,0.341884,-0.068843,1.925437,-0.248453,1.031492,0.205536,-0.731194,-0.700988
000428.XSHE,-2.344456,-1.24932,-0.018962,0.8573709999999999,1.483417,0.238906,-0.273845,-1.339511,-1.226841,0.118488
000429.XSHE,-1.067902,-1.7986369999999998,-0.345556,-0.72492,1.892615,0.325891,-1.399311,1.15722,-0.216909,0.547673
000430.XSHE,-2.771065,-0.141244,0.005493,-0.427299,0.320094,0.650295,0.146663,-0.653971,-2.825232,0.138603
000488.XSHE,-0.738015,0.739422,-0.117559,-0.1408589999999999,1.495796,1.596406,1.472138,2.153267,-1.614582,0.906434
000498.XSHE,-1.468867,-0.561079,0.342143,0.210733,2.155657,1.909862,0.646696,2.153267,1.403454,2.064807
000501.XSHE,-1.625864,-1.016255,-0.7165090000000001,-0.919257,2.175333,2.691585,0.035066,1.720694,-1.515738,0.490703
000502.XSHE,-3.4179980000000003,-1.168544,-0.8752709999999999,0.321687,-1.444293,-0.975559,-0.909932,-0.925959,-2.670764,-0.5772109999999999
000503.XSHE,-1.905223,-0.7200850000000001,-1.229927,-0.1867,2.071077,-0.974484,-0.523127,-1.102758,-1.429275,-1.050103
000504.XSHE,-1.908938,-0.553424,0.788346,0.394967,2.068384,-1.463654,-0.733966,-1.040995,1.354291,0.458754
000505.XSHE,-2.013632,-1.008266,-0.735217,-0.671246,1.977361,0.2671969999999999,0.2466699999999999,-0.788946,0.7229140000000001,-0.64942
000506.XSHE,-2.546328,-2.279928,0.286696,2.993302,1.012355,-0.914058,1.375448,-1.566299,-1.765265,-0.166639
000507.XSHE,-1.894139,-1.240644,0.403538,0.549693,2.0789,1.464142,1.037539,0.1119859999999999,0.469642,0.969474
000509.XSHE,-2.444239,-1.105525,0.405685,0.610151,1.267649,-1.320003,-0.364409,-1.089773,-2.107158,-1.050149
000510.XSHE,-2.3026020000000003,0.3260929999999999,0.606015,-0.019705,1.564314,-0.504116,1.28549,0.29026,0.348943,-0.951968
000513.XSHE,-0.26888,-0.604779,-0.517904,-0.224473,0.753767,-0.378005,-0.153614,-0.11348,-1.472895,-0.8243510000000001
000514.XSHE,-2.665878,-1.435825,-0.8344360000000001,-1.142597,0.667041,2.808281,-1.606771,0.110758,-0.435015,-0.0723019999999999
000516.XSHE,-0.548996,0.158165,-0.345229,1.126695,1.215648,-0.74459,1.088556,-1.325073,-2.535853,0.143648
000517.XSHE,-1.637663,-1.304898,-0.616863,-0.609612,2.174658,2.156575,-1.210034,-2.820882,1.972985,2.069191
000518.XSHE,-2.441508,-1.240589,-1.009336,-0.462687,1.273992,-0.863956,-0.674335,-0.730186,0.5856899999999999,-1.109995
000519.XSHE,-0.302885,0.2408469999999999,1.240721,1.481572,0.8119810000000001,-0.634029,1.88136,-1.052285,0.278401,-0.968868
000520.XSHE,-2.376061,-1.192103,-0.275402,0.886284,1.418602,-1.053058,0.148755,-0.619995,-0.5360739999999999,-0.753491
000521.XSHE,-2.403245,-0.6356850000000001,-0.48771,-0.400238,1.360252,2.821529,0.423346,2.131436,-1.477316,-0.1441
000523.XSHE,-2.71986,-2.036324,-0.381107,2.086724,0.494138,-0.013831,-0.5221939999999999,-2.820882,-2.604444,1.4146530000000002
000524.XSHE,-2.140114,-1.27596,-0.617025,-0.297885,1.82689,0.136963,-1.688236,-0.535867,-0.4309699999999999,-0.947516
000525.XSHE,-2.524564,-0.8210069999999999,-0.859101,1.256915,1.069782,2.821529,0.6740010000000001,-0.54524,-0.941602,-0.177291
000526.XSHE,-2.658326,0.954284,-2.036053,0.8685579999999999,0.690376,-0.118966,1.044302,-0.495621,0.8858440000000001,0.415394
000528.XSHE,-1.335753,0.360111,-0.147625,-1.1845709999999998,2.0998810000000003,2.020538,0.267725,2.02033,0.958108,-0.0344089999999999
000529.XSHE,-2.405199,-0.837872,-0.673539,-0.705094,1.355965,0.482546,-0.767251,0.4557609999999999,0.587417,-0.536303
000530.XSHE,-2.514096,-0.7659520000000001,-0.476302,-0.347427,1.09682,2.125699,-0.045219,-0.626877,-1.563872,-0.669624
000531.XSHE,-2.071326,-0.404987,-0.426284,0.036792,1.914369,1.9178580000000005,-0.176918,0.180963,0.112133,0.192422
000532.XSHE,-2.223682,-0.8374940000000001,-0.002473,0.915529,1.7018919999999995,-0.684341,0.645934,-0.315354,0.476166,-0.349507
000533.XSHE,-2.88713,-2.294055,-0.225319,1.199993,-0.111579,-0.327441,0.6189819999999999,-0.6968840000000001,-2.045862,-0.502473
000534.XSHE,-1.766443,-0.03807,0.379927,-0.300851,2.146485,-1.010812,-0.533245,-1.069618,1.103392,-0.384437
000536.XSHE,-1.856648,-1.574708,-0.482324,-0.128655,2.103006,1.356324,-0.871015,0.671613,-2.858219,-0.255982
000537.XSHE,-0.53509,-0.7074739999999999,-0.407445,2.820414,1.193863,0.4653,0.068799,-2.392804,-0.024362,2.069191
000538.XSHE,0.829576,0.103406,-0.710712,-0.769663,-1.053422,-0.463296,0.064971,-0.415152,-0.193213,-1.068399
000539.XSHE,-0.729087,-1.1408200000000002,-0.119433,0.996239,1.4833040000000002,2.608152,-0.078054,0.853925,0.190208,2.0024610000000003
000540.XSHE,-0.8955850000000001,-1.750587,-0.397709,1.407433,1.7020970000000002,1.855599,-0.558267,2.153267,-2.807112,2.069191
000541.XSHE,-1.659126,-1.076483,-0.280265,-1.113508,2.172627,1.016569,-1.107705,-0.345775,-1.06103,-1.097335
000543.XSHE,-1.570676,-1.230719,-0.393523,0.394086,2.1744060000000003,2.821529,0.760105,2.153267,-0.0129439999999999,0.650826
000544.XSHE,-1.889616,-0.925808,-0.474097,-0.8793350000000001,2.082,1.957342,-1.062561,-1.205907,0.079584,1.732935
000545.XSHE,-2.183777,0.406368,0.6181989999999999,0.967737,1.764187,-0.03422,1.859267,-0.922096,-0.772001,-0.8547950000000001
000546.XSHE,-1.589332,-1.5674,-0.5544899999999999,2.2049540000000003,2.175465,0.390361,0.8501209999999999,1.198204,0.745525,-0.592155
000547.XSHE,-0.582094,-0.066588,-0.797768,0.1625849999999999,1.266907,-0.347531,1.089626,-0.426185,0.69422,-1.048352
000548.XSHE,-2.953993,-1.534531,-0.499763,-0.961216,-0.384326,1.7006330000000005,-0.537596,-1.91342,-0.814521,-0.985046
000550.XSHE,-1.118483,0.54576,-0.1755,-0.0918799999999999,1.9406,0.477109,0.353939,1.357038,-0.596428,-0.2439
000551.XSHE,-2.25075,-0.188156,0.424534,1.064029,1.65688,0.140352,0.8605389999999999,-0.425738,0.3281409999999999,-0.674546
000552.XSHE,-1.652914,-0.264794,0.2069869999999999,0.8214809999999999,2.173322,1.748982,1.085236,0.277991,-0.139497,-0.272334
000553.XSHE,-0.8475459999999999,-0.701263,-0.232809,-0.496071,1.6421830000000002,2.226152,-1.584797,-0.259309,0.615073,0.863677
000554.XSHE,-2.767147,-0.931749,-0.38773,0.05704,0.333758,-0.162131,1.025761,-1.118609,-0.301784,-0.828426
000555.XSHE,-1.243738,-0.548056,-0.658941,-0.869137,2.042163,0.039422,-0.418967,-0.256801,0.105081,-0.625596
000557.XSHE,-2.049003,-0.632804,-0.352226,-0.990125,1.939848,1.953779,-0.751367,-0.08766,0.693497,-1.424726
000558.XSHE,-2.1179900000000003,-0.94002,-0.430705,0.851941,1.856518,-0.660162,0.5539689999999999,-0.858118,-3.015695,-0.306706
000559.XSHE,-0.8762110000000001,0.019475,-0.017136,-0.644442,1.678266,0.1109609999999999,-0.000673,-0.2796599999999999,-1.032943,-0.5025569999999999
