code,size,beta,momentum,residual_volatility,non_linear_size,book_to_price_ratio,liquidity,earnings_yield,growth,leverage
000001.XSHE,0.999439,-0.123715,-0.6678,-0.628624,-1.251947,1.7356349999999998,-0.304351,0.612003,-0.186044,1.809956
000002.XSHE,0.999439,-0.756779,-0.69455,-0.5866680000000001,-1.251947,0.306054,0.024692,2.035471,0.573516,1.494283
000004.XSHE,-2.261748,0.7613770000000001,-0.181149,0.7481270000000001,1.593046,-0.372899,0.931959,-0.906735,-0.681311,-1.441831
000005.XSHE,-2.455061,-0.460451,-0.782275,-0.518844,1.193852,0.036039,-0.288144,-0.655482,1.447345,-0.804832
000006.XSHE,-1.514965,0.749542,0.267325,0.925316,2.134428,0.957242,0.96353,-0.673501,-0.289307,0.282928
000007.XSHE,-2.46193,-1.951157,-0.742911,0.509452,1.177409,-1.3468209999999998,0.336985,-0.950785,-2.683198,-1.381859
000008.XSHE,-1.5365719999999998,-0.7090569999999999,-1.1169209999999998,-1.046529,2.137807,1.2855450000000002,-0.304791,-0.104797,0.578408,-0.818785
000009.XSHE,-0.74875,1.409534,0.408965,0.36229,1.489863,-0.621772,1.223217,-1.052508,-0.1178,0.478303
000010.XSHE,-2.38311,-1.897979,-0.295909,0.157085,1.356611,-1.104263,-0.58581,-0.6161979999999999,-0.316653,-0.077689
000011.XSHE,-1.165265,0.2080159999999999,1.733926,3.253886,1.954493,-0.722625,1.3521299999999998,-0.6417010000000001,1.406839,0.699942
000012.XSHE,-0.856651,0.787504,-0.021842,-0.317529,1.631332,0.268243,0.70685,-0.268466,-0.60752,-0.3084699999999999
000014.XSHE,-2.781616,0.543233,0.060751,0.7055,0.228329,-0.2353,0.923122,-0.914795,-0.482704,-0.426386
000016.XSHE,-0.8899459999999999,1.6533650000000002,-0.081444,0.960376,1.672303,-0.043254,1.449255,-1.796323,1.503961,1.629392
000017.XSHE,-3.186097,-0.1486869999999999,-1.769568,1.282865,-1.537279,-1.5252290000000002,0.262194,-0.84796,-2.274579,-0.120015
000019.XSHE,-1.265156,0.346004,0.059743,1.492318,2.028411,-0.268189,1.950601,-0.231356,2.1605380000000003,-0.692411
000020.XSHE,-2.396246,-0.048637,-0.329395,0.452883,1.328175,-1.21897,0.178485,-0.658367,0.687181,-0.591019
000021.XSHE,-0.174544,1.915686,1.065089,0.685429,0.577551,-0.91889,1.471909,-1.2256,-0.119599,-0.4540149999999999
000023.XSHE,-2.738583,-0.631724,0.022219,0.8695,0.377822,-0.899216,0.2412969999999999,-0.92207,0.819472,-0.204427
000025.XSHE,-1.36111,0.118565,-0.659864,0.675722,2.083118,-1.1371719999999998,0.7785310000000001,-0.6411859999999999,0.466147,-1.2065629999999998
000026.XSHE,-1.727211,1.126224,0.976132,0.947984,2.123394,-0.29716,1.06271,-0.5964689999999999,-0.058502,-0.966736
000027.XSHE,-0.452501,-0.333375,-0.275159,-0.8280219999999999,1.04509,1.647873,-1.425115,1.254559,0.418745,2.042897
000028.XSHE,-0.637882,-0.109003,-0.6463300000000001,0.491731,1.332058,0.414604,0.409861,0.232563,0.4636699999999999,-0.3422429999999999
000029.XSHE,-1.3011700000000002,-2.547672,-0.709498,-1.522794,2.050883,-0.4596189999999999,0.132199,-0.8936729999999999,0.060778,-1.114816
000030.XSHE,-1.118311,0.815721,0.670842,1.226721,1.914151,0.062179,-0.6211770000000001,0.389738,0.321882,-0.8284549999999999
000031.XSHE,-0.587388,-0.169787,-0.8746430000000001,-0.709982,1.256508,1.064794,-0.52644,1.7375200000000002,-0.1146819999999999,2.042897
000032.XSHE,-1.405504,1.073721,1.239302,0.8250299999999999,2.102682,-1.051813,0.389532,-0.736244,-0.643077,-1.008503
000034.XSHE,-1.041141,1.291217,-0.315088,0.1711599999999999,1.840563,-0.5565329999999999,1.23652,0.613334,1.774284,0.382874
000035.XSHE,-1.09991,-0.423597,-0.872698,-0.756828,1.89741,1.051843,-0.8332379999999999,0.973833,1.772772,2.042897
000036.XSHE,-1.770241,-0.6843359999999999,-0.2276699999999999,-0.254132,2.108562,0.769345,-0.186015,1.575833,0.897494,-0.019916
000037.XSHE,-1.327026,-0.541301,0.901405,1.537353,2.065592,-0.909339,0.068823,-0.5817180000000001,-0.358248,-1.189282
000038.XSHE,-1.734575,0.138633,-0.000273,1.64098,2.12117,-0.191647,2.11968,-1.420695,-0.62785,-1.349745
000039.XSHE,-0.295103,-0.6139560000000001,-0.86926,-0.604394,0.7843399999999999,1.980005,-0.421406,-0.292997,0.029768,2.042897
000040.XSHE,-2.027848,0.509362,-1.912265,0.264229,1.921891,2.668896,1.166134,-1.7505560000000002,-0.106955,1.26548
000042.XSHE,-1.839221,-0.8853200000000001,-1.018882,-0.907808,2.075355,2.615645,-1.432988,-1.161504,-0.162219,2.042897
000045.XSHE,-2.126332,0.0037409999999999,-0.022266,0.69819,1.803003,0.435889,0.753433,-0.371009,0.487192,-1.298269
000046.XSHE,-0.670976,0.684257,-0.8838959999999999,-0.385625,1.380373,1.6715669999999998,-1.562802,0.353892,-2.294722,2.042897
000048.XSHE,-1.093577,-1.173509,-0.358954,1.012415,1.89153,-1.053468,-0.873662,-0.289219,1.738368,-0.431295
000049.XSHE,-1.245959,0.834208,0.5516989999999999,0.133574,2.015508,-0.906689,0.7555470000000001,-0.1463809999999999,0.890998,-0.1333099999999999
000050.XSHE,-0.278033,0.963933,-0.397169,-0.939787,0.755363,1.168559,0.336861,-0.322977,0.412657,0.851937
