code,size,beta,momentum,residual_volatility,non_linear_size,book_to_price_ratio,liquidity,earnings_yield,growth,leverage
000001.XSHE,1.002743,-0.0398769999999999,-0.312844,-0.564772,-1.272062,1.69507,-0.379851,0.441685,-0.18875,1.769802
000002.XSHE,1.002743,-0.5308609999999999,-0.396265,-0.376888,-1.272062,0.222806,0.154882,1.983453,0.565646,1.4166299999999998
000004.XSHE,-1.961615,0.78012,0.384136,1.609987,2.020029,-0.772282,1.136333,-0.917475,-0.683607,-1.473507
000005.XSHE,-2.462913,-0.366417,-0.72326,-0.709286,1.217611,-0.020981,-0.692884,-0.696174,1.432334,-0.8386610000000001
000006.XSHE,-1.452985,-0.4764529999999999,-0.497871,0.0309839999999999,2.143918,0.738958,0.335379,-0.727861,-0.2923929999999999,0.558422
000007.XSHE,-2.329301,-1.410453,-0.373339,0.842925,1.507339,-1.461471,0.599653,-0.974478,-2.669846,-1.413719
000008.XSHE,-1.455156,-0.234509,-0.816908,-0.821412,2.144614,0.995598,-0.392916,-0.204774,0.583757,-0.855325
000009.XSHE,-0.596677,1.858617,0.384646,0.438297,1.280592,-0.831779,1.200396,-1.238363,-0.126574,0.472195
000010.XSHE,-2.351034,-1.000108,0.1341359999999999,-0.260234,1.464185,-1.225257,-0.8851540000000001,-0.993654,-0.320975,-0.12297
000011.XSHE,-1.3483969999999998,-0.246519,-0.463371,1.834993,2.099553,-0.643757,0.8842459999999999,-0.1590069999999999,1.391238,0.917304
000012.XSHE,-0.911697,0.8360770000000001,-0.212904,-0.447658,1.713642,0.2576719999999999,-0.058738,-0.2018309999999999,-0.693196,-0.1335839999999999
000014.XSHE,-2.744885,-0.402406,-0.550345,-0.158701,0.404248,-0.360362,0.536465,-0.956652,-0.484338,-0.427579
000016.XSHE,-0.769234,1.049281,0.5359729999999999,1.939702,1.5306030000000002,-0.275535,1.823354,-1.75027,1.487248,1.572258
000017.XSHE,-3.168652,0.250442,-2.166448,1.876734,-1.390879,-1.616766,0.703771,-0.888432,-2.265704,-0.156336
000019.XSHE,-1.346966,-0.351059,0.245442,1.817097,2.098802,-0.265052,1.7460189999999998,-0.1205519999999999,2.1522900000000003,-0.802992
000020.XSHE,-2.487886,-0.0296589999999999,-0.778263,-0.063914,1.156867,-1.276635,-0.29565,-0.646518,0.678176,-0.58591
000021.XSHE,-0.096685,1.978168,1.680755,1.7629240000000002,0.4437279999999999,-1.051259,1.7246169999999998,-1.38715,-0.143664,-0.489154
000023.XSHE,-2.697905,-0.469967,0.373377,0.8994719999999999,0.559718,-1.007903,0.6889890000000001,-0.962674,0.808126,-0.240443
000025.XSHE,-1.495934,-0.424222,-0.5890380000000001,-0.54219,2.155911,-1.159889,0.038962,-0.654676,0.458206,-1.239007
000026.XSHE,-2.156057,0.674247,-0.263873,0.24469,1.798557,0.298688,0.366793,-0.29771,0.15891,-1.063519
000027.XSHE,-0.49676,-0.8647389999999999,-0.376707,-1.06624,1.124233,1.423155,-1.656887,1.0208469999999998,0.406909,2.056274
000028.XSHE,-0.638433,-0.686764,-0.519103,0.25655,1.343593,0.293621,0.15324,0.137303,0.458111,-0.364773
000029.XSHE,-1.18205,-2.525399,-0.178556,-1.194711,1.987944,-0.684862,0.032724,-0.700784,0.055249,-1.183524
000030.XSHE,-1.138052,0.702832,-0.294326,1.439812,1.950662,0.028123,0.032285,0.313932,0.324332,-0.8577030000000001
000031.XSHE,-0.522691,-0.294454,-0.7381810000000001,-0.526618,1.16552,0.932232,-0.701983,1.53395,-0.112244,2.056274
000032.XSHE,-1.5076,0.898853,0.823392,0.727112,2.15852,-1.079551,0.03826,-0.769798,-0.64284,-1.040687
000034.XSHE,-0.861296,2.120521,0.40783,1.122458,1.6515830000000002,-0.807829,1.462467,0.0612169999999999,1.752918,0.330947
