code,size,beta,momentum,residual_volatility,non_linear_size,book_to_price_ratio,liquidity,earnings_yield,growth,leverage
000001.XSHE,0.981827,0.339499,0.3578989999999999,-0.501251,-1.208687,1.009154,-0.192588,0.3255409999999999,0.512584,1.735955
000002.XSHE,0.981827,-0.48565,0.183834,-0.241525,-1.208687,-0.262863,0.162009,1.626598,0.8386049999999999,1.425035
000004.XSHE,-2.180166,0.952754,-0.04784,0.603115,1.738507,-0.651889,0.456652,-0.866498,1.047837,-1.550503
000005.XSHE,-2.403445,0.764709,-0.4812899999999999,-0.3781,1.327716,-0.2211119999999999,-0.293442,-0.376278,2.209881,-0.8816639999999999
000006.XSHE,-1.678405,0.301885,-0.625595,-0.846276,2.143762,1.353951,-0.463475,1.795447,0.106199,0.2944449999999999
000007.XSHE,-2.488411,-0.8398610000000001,-0.305671,1.7542369999999998,1.12929,-1.5143209999999998,0.907366,-1.018599,-2.797072,-1.521814
000008.XSHE,-1.372997,0.3856199999999999,-0.840434,-0.361665,2.097246,0.673705,-0.003551,-0.372653,0.101946,-1.110117
000009.XSHE,-0.685235,1.442024,1.008779,0.8014399999999999,1.412259,-0.8366979999999999,1.278734,-1.177429,0.22157,0.781469
000010.XSHE,-2.476458,-1.86186,-0.490621,0.322058,1.158667,-1.245729,-0.774138,-1.954722,-1.161951,-0.116575
000011.XSHE,-1.955988,0.178506,-0.850419,-0.397233,2.001823,0.270883,-0.522934,1.945705,1.426216,0.581737
000012.XSHE,-0.879983,0.665884,-0.086107,-0.251201,1.670354,0.180251,0.133576,-0.436477,0.0051979999999999,-0.6789649999999999
000014.XSHE,-2.955751,0.287168,-0.638235,-0.2272829999999999,-0.422604,-0.2281389999999999,-0.082602,-1.026082,-0.02012,-0.739173
000016.XSHE,-0.604193,1.106788,-0.365146,1.672157,1.293833,-0.4704569999999999,1.566166,-1.682086,1.036745,1.046158
000017.XSHE,-2.7550380000000003,1.0345719999999998,-0.614958,0.701195,0.343653,-1.68553,0.669895,-0.792534,-1.48709,-0.372832
