code,size,beta,momentum,residual_volatility,non_linear_size,book_to_price_ratio,liquidity,earnings_yield,growth,leverage
000001.XSHE,0.989903,-0.010094,-0.337763,-0.372376,-1.238279,1.447155,-0.238119,0.232117,-0.17544,1.728184
000002.XSHE,0.989903,-0.500837,-0.215004,-0.209443,-1.238279,0.177305,0.199339,1.956303,0.5581109999999999,1.35291
000004.XSHE,-1.801352,1.221085,0.950751,1.871879,2.113337,-0.976761,1.376519,-0.93047,-0.6841010000000001,-1.500326
000005.XSHE,-2.443426,-0.264665,-0.494529,-0.793392,1.25561,-0.11662,-0.662891,-0.483605,2.127764,-0.867074
000006.XSHE,-1.61789,-0.351344,-0.567764,-0.588007,2.156868,1.277197,-0.263995,-0.704973,-0.29233,0.502857
000007.XSHE,-2.445221,-1.515961,-0.403812,0.674215,1.251457,-1.520775,0.3377699999999999,-1.021443,-2.64228,-1.440688
000008.XSHE,-1.3781450000000002,-0.085112,-0.7946989999999999,-0.62746,2.103266,0.772736,-0.085493,-0.308102,0.582056,-0.885035
000009.XSHE,-0.652409,1.95577,0.4204279999999999,0.4209489999999999,1.360726,-0.84029,1.2454,-0.357044,-0.1105319999999999,0.467107
000010.XSHE,-2.340737,-1.035964,-0.121496,-0.280985,1.475587,-1.308013,-0.823724,-1.016348,-0.324384,-0.152921
000011.XSHE,-1.807999,-0.6097199999999999,-0.40924,-0.182172,2.110261,-0.071977,-0.2908469999999999,0.2831579999999999,1.369506,0.928088
000012.XSHE,-0.893681,1.000699,-0.2274969999999999,-0.366946,1.685171,0.235307,0.1175549999999999,-0.35228,-0.596249,-0.153919
000014.XSHE,-2.899106,-0.366023,-0.646235,-0.550751,-0.164278,-0.200117,-0.120353,-1.000921,-0.4817229999999999,-0.450109
000016.XSHE,-0.6619510000000001,0.794956,1.228297,2.492044,1.374665,-0.468029,2.2057,-1.693561,1.463214,1.421048
000017.XSHE,-3.098304,0.1262869999999999,-0.766456,2.147369,-1.034916,-1.7019810000000002,0.7839729999999999,-0.911655,-2.247276,-0.18621
000019.XSHE,-1.150389,-0.222736,0.032562,2.401469,1.952129,-0.516521,2.0407330000000004,-0.265915,2.153009,-0.840525
000020.XSHE,-2.530958,0.061969,-0.720329,0.017858,1.040455,-1.33946,-0.632775,-0.664296,0.669112,-0.611528
000021.XSHE,-0.027073,2.259241,1.788182,2.018038,0.326304,-1.149336,1.864042,-1.413628,-0.215784,-0.518259
000023.XSHE,-2.684941,-0.0913539999999999,0.773217,1.089414,0.597305,-1.093727,0.856143,-0.984577,0.79373,-0.270113
000025.XSHE,-1.48033,-0.393487,-0.411247,-0.259417,2.1403950000000003,-1.234275,0.086646,-0.676046,0.450474,-1.266374
000026.XSHE,-2.134792,0.628678,-0.133514,0.507645,1.81693,0.267429,0.407588,-0.399036,0.196326,-1.091292
000027.XSHE,-0.512361,-0.822468,-0.380553,-1.244667,1.147448,1.519726,-1.753248,0.617428,0.371679,2.039577
000028.XSHE,-0.716931,-0.6874140000000001,-0.454522,-0.370227,1.453349,0.4853119999999999,-0.279592,0.323927,0.359632,-0.396017
000029.XSHE,-1.129585,-2.338909,-0.143273,-1.199345,1.93403,-0.796542,-0.044436,-0.7220439999999999,0.05119,-1.211014
000030.XSHE,-1.341712,0.574146,0.15632,0.49151,2.085213,0.493216,-0.646455,0.701512,0.349455,-0.881019
000031.XSHE,-0.472543,-0.241106,-0.690475,-0.389354,1.084147,0.79587,-0.539237,1.46244,-0.1046589999999999,2.039577
000032.XSHE,-1.474604,1.132762,1.004238,0.921243,2.1388580000000004,-1.158019,0.355914,-0.7940560000000001,-0.6363300000000001,-1.068654
000034.XSHE,-0.676901,2.015527,0.8519040000000001,1.453623,1.39634,-1.017698,1.670002,-0.37973,1.724648,0.286711
000035.XSHE,-1.023177,0.019982,-0.652561,-0.109178,1.831307,0.774451,-0.494731,0.5634560000000001,1.533931,2.039577
000036.XSHE,-1.6944689999999998,-0.258548,-0.853424,-0.5077729999999999,2.148199,0.770382,-0.553593,1.450152,0.8677,-0.067111
000037.XSHE,-1.564035,0.253368,0.235364,0.277453,2.15519,-0.901224,-0.548655,-0.593164,-0.361616,-0.956408
000038.XSHE,-1.751644,-0.171073,-0.707174,2.705642,2.132936,-0.321116,1.798644,-1.384155,-0.632008,-1.427008
000039.XSHE,-0.317794,-0.489221,-0.881041,-0.783953,0.8292309999999999,2.119903,-0.839858,-0.156069,0.030438,2.039577
000040.XSHE,-1.977506,1.441994,-1.786366,0.627271,1.993939,2.478519,0.746885,0.8238639999999999,1.62376,1.0617379999999998
000042.XSHE,-1.651764,-0.6469229999999999,-0.500645,-0.6411560000000001,2.154663,1.6662169999999998,-1.847214,-0.792779,-0.167997,2.039577
000045.XSHE,-2.245507,0.2616159999999999,-0.263275,-0.272768,1.6495099999999998,0.587001,-0.055733,-0.260167,0.468893,-2.218284
000046.XSHE,-0.691856,0.57987,-0.8746280000000001,0.067557,1.417816,1.805031,-1.247004,0.3749679999999999,-2.259146,2.039577
000048.XSHE,-1.223918,-0.591783,0.170104,1.126652,2.010581,-1.069588,-0.85959,-0.237425,1.69826,-0.4958189999999999
000049.XSHE,-1.247382,1.568515,-0.165088,0.461668,2.027363,-1.052182,1.366965,-0.296496,0.8679309999999999,-0.287044
000050.XSHE,-0.225505,1.124184,-0.395531,-0.860259,0.671948,0.993094,0.308738,-0.4250489999999999,0.4182,0.850867
000055.XSHE,-1.891602,0.356409,-0.715747,-0.307085,2.062144,1.348907,0.107707,-0.649786,-0.783014,-0.36999
000056.XSHE,-2.117711,0.345782,-1.27067,-0.1348079999999999,1.83954,2.31344,-0.672257,-0.552242,0.163131,0.564013
000058.XSHE,-1.443266,0.635516,0.2115389999999999,1.422614,2.129285,-1.031003,1.546058,-0.473568,-0.134888,0.083795
000059.XSHE,-1.440034,-1.068801,-0.662385,-0.255871,2.128187,2.478519,-0.152803,0.945299,0.058357,0.823335
000060.XSHE,-0.993271,-0.017929,-0.7565390000000001,-1.139982,1.799525,0.752551,-0.577604,-0.234001,-0.5390590000000001,-0.5619649999999999
000061.XSHE,-0.880094,-0.037695,0.405499,2.134733,1.6686040000000002,-0.666145,0.881976,-0.380789,0.953338,0.041025
000062.XSHE,-0.996575,0.89044,-0.553211,-0.764402,1.803097,-0.546255,-0.823732,-0.428772,1.057776,-0.672783
000063.XSHE,0.989903,1.606643,0.487485,0.51699,-1.238279,-1.079873,1.699489,-0.959597,-0.510472,0.035914
000065.XSHE,-1.747831,0.328938,-0.665134,-0.872835,2.134194,0.716008,-0.742312,0.39826,-0.550201,0.572663
000066.XSHE,0.034582,1.824511,0.249519,0.371751,0.218113,-1.104494,1.599885,-1.035977,-1.531132,0.096046
000068.XSHE,-2.278161,0.230702,-0.612401,1.385177,1.593057,-1.275768,0.594956,-0.658192,-0.78222,1.587779
000069.XSHE,0.294156,-0.205316,-0.37582,-0.4784199999999999,-0.2316639999999999,2.206824,-0.490558,1.27708,0.512891,2.039577
000070.XSHE,-1.5128549999999998,1.305909,-0.293254,-0.0074959999999999,2.147866,-0.606255,0.821459,-0.925148,-0.970725,-0.572906
000078.XSHE,-1.096495,-2.338909,0.288919,3.028286,1.903875,-0.12103,1.030914,0.626581,-0.487683,0.167217
000088.XSHE,-1.394572,-0.527036,-0.7375689999999999,-0.7720640000000001,2.110595,0.7372609999999999,-1.713425,-0.519897,0.8278040000000001,-0.633867
000089.XSHE,-0.795435,-0.102225,-0.659389,-0.5205310000000001,1.560525,0.470166,-0.344827,-0.955302,-0.244219,-2.10914
000090.XSHE,-1.048501,-0.1734109999999999,-0.195046,-0.1198619999999999,1.857246,0.357455,0.3940599999999999,0.695755,-0.725014,0.949964
000096.XSHE,-1.750002,-0.235826,-0.042057,-0.383001,2.133481,-0.354281,-1.8625,-0.7031189999999999,0.306774,-1.491839
000099.XSHE,-2.0779400000000003,0.4269449999999999,-0.566788,-0.664243,1.888934,0.617858,-0.029635,-0.439339,0.041884,-0.439175
000100.XSHE,0.581034,2.372567,0.304027,0.4895279999999999,-0.696381,-0.4698569999999999,1.616032,-0.099136,-0.573322,1.963754
000150.XSHE,-2.283712,-0.380859,-0.818105,2.2762,1.583132,-1.061844,0.8802049999999999,-3.054001,-1.123725,0.799492
000151.XSHE,-2.587302,0.188991,-0.95585,-0.639049,0.8880450000000001,-0.556292,-0.2605719999999999,-2.4191830000000003,-0.928629,-0.586108
000153.XSHE,-2.610321,-0.3009739999999999,0.161304,0.364788,0.822574,-0.044226,0.8104680000000001,-0.5034850000000001,0.812786,-0.348894
000155.XSHE,-1.923574,0.486836,-0.537046,-0.56979,2.039027,0.483804,-0.5024810000000001,0.415523,0.112377,0.012482
000156.XSHE,-0.8702799999999999,1.422402,-0.263692,0.1927019999999999,1.6564990000000002,0.4923729999999999,0.189276,-0.5162720000000001,-0.0591909999999999,-1.086321
000157.XSHE,0.371084,0.11886,0.407381,-0.332362,-0.36085,0.425005,0.040284,0.504363,1.402754,0.240679
000158.XSHE,-0.7659600000000001,1.988112,0.613061,1.850614,1.521032,-0.68401,1.656316,-1.169054,-1.362447,-0.428002
000159.XSHE,-2.621703,1.168187,-0.482671,0.7205239999999999,0.789505,1.0112370000000002,0.987176,-0.8999149999999999,-0.876857,-1.11687
000166.XSHE,0.989903,0.157321,-0.408223,-1.219125,-1.238279,0.471159,-1.375173,-0.272598,-1.026932,1.12292
000301.XSHE,-0.593555,-0.723055,-0.399109,-1.106959,1.273004,0.466866,-0.601074,0.437934,1.887282,0.115585
000333.XSHE,0.989903,-0.084782,-0.294569,-0.6884100000000001,-1.238279,-0.959326,-0.342364,-0.208866,0.224323,-0.126902
000338.XSHE,0.989903,0.968721,0.317579,-0.266807,-1.238279,-0.476585,0.6596529999999999,0.487691,0.106364,0.755808
000400.XSHE,-0.8547610000000001,0.568549,1.05464,0.904868,1.637126,-0.123489,1.0487959999999998,-0.7956850000000001,-0.301819,-0.712436
000401.XSHE,-0.246344,0.062394,0.672578,0.1354119999999999,0.70773,-0.481979,1.223194,1.404182,1.854864,0.106082
000402.XSHE,-0.590337,-0.53514,-0.522667,-0.985868,1.268125,2.478519,-1.3672959999999998,1.50557,0.376628,2.039577
000403.XSHE,-1.159963,-0.6118,0.361487,0.1552,1.960231,-1.493636,-0.5593640000000001,-1.235527,0.720742,-0.747842
000404.XSHE,-2.5799540000000003,0.148081,-0.58816,-1.322827,0.90855,2.162616,-0.8895059999999999,0.252336,-0.771367,-0.385304
000407.XSHE,-2.440799,0.1101849999999999,-0.413321,-0.518414,1.2616690000000002,0.825232,-0.149636,0.185331,1.113425,-0.243222
000408.XSHE,-1.483803,0.095862,-1.454231,1.828275,2.141295,1.259944,0.87364,-0.4186439999999999,0.369594,-2.014373
000409.XSHE,-2.653202,-0.925781,-0.717746,0.303617,0.695577,-1.050931,-0.435754,-2.065701,-0.806766,-0.1046599999999999
000410.XSHE,-1.459961,-0.903954,-1.056693,0.396966,2.134628,-1.389038,-1.47304,-2.469076,-2.126695,1.384846
000411.XSHE,-2.438397,-0.180263,-0.513898,-1.058747,1.267189,-0.105038,-0.4888699999999999,-0.190991,0.324732,-0.091412
000413.XSHE,-0.76689,1.266786,-1.4348299999999998,1.248042,1.522293,2.478519,0.8890809999999999,-0.954012,1.7241369999999998,-0.123538
000415.XSHE,-0.718254,0.539574,-1.037631,-0.802433,1.455206,2.478519,-0.639588,1.956303,0.6131220000000001,2.039577
000416.XSHE,-2.621703,1.275377,-0.555167,-0.629302,0.789505,-0.614412,0.144594,-0.891495,-2.390091,-1.536098
000417.XSHE,-2.197506,-0.034775,-0.426225,-0.575566,1.726591,1.5215379999999998,-0.399844,-1.443391,-0.562852,-0.4300029999999999
000419.XSHE,-2.65522,-0.2351349999999999,-0.410097,-1.276285,0.6894359999999999,1.944107,-0.964314,-1.980671,-0.34508,-1.384953
