code,size,beta,momentum,residual_volatility,non_linear_size,book_to_price_ratio,liquidity,earnings_yield,growth,leverage
000001.XSHE,0.991496,0.1294259999999999,-0.419281,-0.148526,-1.22946,2.3176490000000003,0.20228,1.956656,-0.088701,1.936665
000002.XSHE,0.991496,-0.4183779999999999,0.253213,0.658457,-1.22946,1.883227,0.669671,0.645003,0.241058,2.015982
000004.XSHE,-3.322854,-0.094435,-1.31545,0.892459,-1.578951,0.580377,-0.246242,-2.802893,-2.26572,-1.304831
000005.XSHE,-2.853194,-1.131006,-0.084876,-0.378048,-0.102558,0.47645,-1.4155799999999998,0.240065,-1.2657040000000002,-0.917837
000006.XSHE,-1.594086,-0.3506849999999999,0.8607809999999999,1.904538,2.12514,1.600396,1.7375490000000002,0.27594,-0.524375,1.7241830000000002
000007.XSHE,-2.577878,-2.313961,0.8266100000000001,0.155162,0.823738,-1.618922,0.306119,-0.6990930000000001,1.9455830000000005,-0.6761119999999999
000008.XSHE,-1.728616,0.005507,0.060883,-0.842879,2.102781,0.777263,-0.535415,-1.019092,-1.68239,0.0239069999999999
000009.XSHE,-0.229596,2.037537,0.03667,-0.281231,0.6748529999999999,-0.821358,0.767163,-0.908313,0.800313,0.51515
000010.XSHE,-2.289498,0.2856579999999999,0.36946,0.0368089999999999,1.504309,-0.6270939999999999,0.21998,-1.963586,1.866827,-0.30011
000011.XSHE,-1.7391419999999995,0.4787229999999999,0.7988689999999999,0.6643939999999999,2.099248,0.448578,0.653083,-1.917247,0.350951,1.144264
000012.XSHE,-0.604698,1.20265,-0.217831,-0.4160319999999999,1.281556,0.2125909999999999,0.569347,1.061987,-0.389252,-0.183264
000014.XSHE,-2.718747,0.754049,1.108293,1.101683,0.385412,-0.198971,1.706979,-0.262952,-0.506694,-0.306427
000016.XSHE,-1.208263,0.8320120000000001,-0.553143,-1.212411,1.979302,0.960124,-0.944885,0.59237,-0.8788290000000001,2.015982
000017.XSHE,-2.368412,0.650651,1.298765,1.121958,1.345681,-1.4410040000000002,1.338109,-0.910739,-0.4879529999999999,-0.249635
000019.XSHE,-1.484278,-1.336802,0.2948929999999999,-0.09905,2.113621,0.0733279999999999,0.7804,0.299672,1.28699,-0.69134
000020.XSHE,-2.629169,-0.56043,0.206926,0.272286,0.67255,-1.284506,-0.630357,-0.6442,-0.154361,-0.723562
000021.XSHE,-0.772001,0.747199,-0.652031,-0.995047,1.518514,0.177394,-0.541032,-0.382794,0.0269949999999999,-0.251871
000023.XSHE,-3.166635,-0.210338,0.495942,0.864841,-1.523341,-1.031082,0.0269699999999999,-0.945247,-1.154907,-0.125476
000025.XSHE,-1.431459,0.379851,0.644452,1.806078,2.099139,-1.186063,1.177795,-0.89755,-0.734575,-1.114343
000026.XSHE,-2.091798,-0.087156,0.064334,-0.539039,1.816517,0.511225,-0.363125,0.392239,0.280257,-1.12816
000027.XSHE,-0.298113,-0.297342,-0.391277,-0.881936,0.791166,1.466744,-1.2711629999999998,1.04491,-0.0953,2.015982
000028.XSHE,-0.914268,-0.786088,0.7253029999999999,0.0571559999999999,1.696722,1.641261,-0.1918099999999999,0.759642,0.471288,-0.202893
