code,size,beta,momentum,residual_volatility,non_linear_size,book_to_price_ratio,liquidity,earnings_yield,growth,leverage
000001.XSHE,1.0019,0.024188,-0.5462130000000001,-0.6429819999999999,-1.275872,1.675493,-0.313263,0.577272,-0.189603,1.80494
000002.XSHE,1.0019,-0.356009,-0.5438350000000001,-0.5805560000000001,-1.275872,0.320948,0.104489,2.06126,0.5711579999999999,1.428309
000004.XSHE,-2.030365,0.633716,0.166169,1.212039,1.942092,-0.6361720000000001,1.395298,-0.8207479999999999,-0.6717420000000001,-1.434076
000005.XSHE,-2.449587,-0.599143,-0.776328,-0.196275,1.248386,0.017299,-0.183698,-0.664609,1.438134,-0.800945
000006.XSHE,-1.388548,0.0594409999999999,0.109663,0.7849109999999999,2.099956,0.568276,0.967378,-0.735279,-0.28323,0.347664
000007.XSHE,-2.494889,-1.5918,-0.175899,0.553111,1.140215,-1.327383,0.388705,-0.895753,-2.656048,-1.3744459999999998
000008.XSHE,-1.518032,-0.400652,-1.009495,-1.010139,2.142207,1.140509,-0.276402,-0.163405,0.573823,-0.816367
000009.XSHE,-0.466837,1.163678,0.645049,0.7697390000000001,1.05971,-0.8809629999999999,1.395816,-1.21382,-0.116345,0.434546
000010.XSHE,-2.3246130000000003,-1.864698,-0.263018,0.2239719999999999,1.511799,-1.142181,-0.975415,-0.8959790000000001,-0.310305,-0.0871909999999999
000011.XSHE,-0.949396,-0.965039,1.039968,3.096991,1.738806,-0.920515,1.22233,-0.3744889999999999,1.398003,0.64964
000012.XSHE,-0.815353,0.349005,-0.304248,-0.066493,1.573756,0.064692,0.572799,-0.381393,-0.604608,-0.1188369999999999
000014.XSHE,-2.598279,0.15585,-0.186414,1.098775,0.8671049999999999,-0.464693,1.0140129999999998,-0.8515959999999999,-0.4749279999999999,-0.4131609999999999
000016.XSHE,-0.8245879999999999,1.448418,0.276886,1.323852,1.585802,-0.204058,1.791873,-1.652605,1.4942799999999998,1.597446
000017.XSHE,-3.174828,0.240092,-1.932656,1.574662,-1.3891870000000002,-1.509861,0.565654,-0.780868,-2.2509900000000003,-0.120467
000019.XSHE,-1.289967,0.53556,-0.072096,1.428959,2.046443,-0.311485,1.907992,-0.118849,2.141307,-0.756929
000020.XSHE,-2.335222,-0.131989,-0.732121,0.801077,1.491391,-1.232459,0.485368,-0.574412,0.684645,-0.554074
000021.XSHE,-0.191658,2.056235,1.454925,1.279867,0.5966020000000001,-0.935345,1.6441279999999998,-1.221518,-0.115682,-0.452385
000023.XSHE,-2.585958,-0.978059,-0.12469,1.36521,0.901603,-0.986822,0.621913,-0.8557610000000001,0.815802,-0.204339
000025.XSHE,-1.470679,-0.180957,-0.68715,-0.137811,2.130607,-1.089503,0.44328,-0.5897560000000001,0.465567,-1.200223
000026.XSHE,-1.825662,1.355289,-0.293805,0.737812,2.098615,-0.22663,0.985568,-0.593237,-0.068855,-1.025262
000027.XSHE,-0.463891,-0.381061,-0.363626,-0.73139,1.054956,1.200651,-1.261753,0.962787,0.416228,2.064075
000028.XSHE,-0.689275,-0.64084,-0.283415,0.074847,1.400305,0.3638429999999999,0.085664,0.290646,0.4504399999999999,-0.339343
000029.XSHE,-1.296835,-2.495678,-0.413046,-1.368311,2.050738,-0.515295,0.270077,-0.641964,0.063773,-1.144854
000030.XSHE,-1.006421,0.565809,0.4402649999999999,1.518912,1.80219,-0.173489,-0.241247,0.110619,0.308747,-0.8223790000000001
000031.XSHE,-0.5643729999999999,-0.173395,-0.853975,-0.5816020000000001,1.213799,0.864296,-0.210081,1.567567,-0.1112809999999999,2.064075
000032.XSHE,-1.314169,0.725233,0.709393,1.203211,2.061207,-1.1005280000000002,0.376679,-0.693816,-0.6339060000000001,-1.003004
000034.XSHE,-0.994421,1.575811,0.205004,0.721725,1.7892119999999998,-0.635818,1.523357,0.420976,1.7594919999999998,0.357348
000035.XSHE,-1.089877,-0.376361,-0.655205,-0.633788,1.886874,0.916689,-0.504027,0.897133,1.772199,2.064075
000036.XSHE,-1.803887,-0.084309,-0.264662,-0.728993,2.10895,0.794168,-0.0820159999999999,1.584377,0.8931520000000001,-0.040415
000037.XSHE,-1.186157,-1.461199,-0.07535,2.147098,1.97172,-1.023333,0.184911,-0.5633520000000001,-0.351555,-0.890359
000038.XSHE,-1.594612,-0.5161439999999999,-0.422876,2.415664,2.1511240000000003,-0.425756,2.31121,-1.183662,-0.61875,-1.360771
000039.XSHE,-0.394055,-0.333546,-0.985358,-0.740121,0.940731,2.136623,-0.539339,-0.029462,0.0421029999999999,2.064075
000040.XSHE,-2.092278,0.92421,-1.87711,0.250792,1.872536,3.00916,0.947182,-1.482066,-0.102448,1.20936
000042.XSHE,-1.771875,-1.030524,-0.548867,-0.703795,2.122039,2.028887,-1.543627,-0.7666189999999999,-0.1572579999999999,2.064075
000045.XSHE,-2.101518,-0.064922,-0.437077,0.24424,1.86123,0.347568,0.4645439999999999,-0.225767,0.486439,-2.139956
000046.XSHE,-0.607979,0.668393,-0.917532,-6.3e-05,1.280405,1.300847,-1.146488,0.393303,-2.271003,2.064075
000048.XSHE,-1.374681,-0.7748079999999999,-0.06744,0.321719,2.093506,-0.919406,-1.235591,-0.188038,1.726594,-0.429925
000049.XSHE,-1.266591,0.8209850000000001,0.758877,0.308721,2.031209,-0.942121,1.104029,-0.156395,0.8798520000000001,-0.244784
000050.XSHE,-0.261434,0.58991,-0.3296699999999999,-0.996768,0.717014,0.958157,0.381378,-0.361473,0.421193,0.852607
000055.XSHE,-1.931606,-0.104663,-0.638105,-0.324054,2.031307,1.45196,0.365859,-0.617892,-0.781288,-0.287333
000056.XSHE,-2.085674,-0.248686,-1.10919,0.005014,1.880469,2.159914,-0.1373309999999999,-0.441036,0.182669,0.485858
000058.XSHE,-1.212757,0.98279,-0.289123,1.7565959999999998,1.992581,-1.014004,1.723043,-0.4421239999999999,-0.118588,0.098517
000059.XSHE,-1.583904,-0.792238,-0.966174,-0.8087310000000001,2.150627,3.00916,-0.591446,1.443773,-0.059787,0.997426
000060.XSHE,-0.924006,0.466788,-0.6166050000000001,-0.84519,1.709221,0.510674,-0.020373,-0.300635,-0.5480970000000001,-0.50651
000061.XSHE,-1.071399,0.170069,0.353172,1.11319,1.868985,-0.3744969999999999,0.565418,-0.209475,0.971823,0.121494
000062.XSHE,-0.883424,0.54906,-0.201274,-0.231808,1.660264,-0.5830529999999999,-0.460649,-0.493189,1.072941,-0.612557
000063.XSHE,1.0019,1.590791,0.239447,-0.315336,-1.275872,-0.820098,1.35701,-0.644146,-0.5138149999999999,0.106058
000065.XSHE,-1.795677,0.125309,-0.671629,-1.155628,2.112544,0.835635,-0.7801239999999999,0.178467,-0.561008,0.6851010000000001
000066.XSHE,0.1050599999999999,2.423202,0.0539049999999999,0.262098,0.075999,-1.042929,1.6895209999999998,-1.02774,-1.554951,0.139849
000068.XSHE,-2.267583,0.083761,-0.82924,1.1675209999999998,1.615467,-1.1103459999999998,0.768668,-0.53714,-0.771219,1.641995
000069.XSHE,0.277573,0.371897,-0.586908,-0.278751,-0.223184,1.826706,-0.141165,1.371609,0.526283,2.064075
000070.XSHE,-1.493417,0.915891,-0.490691,-0.084095,2.136745,-0.537301,0.8632559999999999,-0.8287979999999999,-0.96874,-0.50834
000078.XSHE,-1.145251,-1.834552,-0.276924,1.885097,1.937426,0.012451,0.733075,0.732358,-0.471844,0.234918
000088.XSHE,-1.170819,-0.000281,-0.204192,0.376517,1.959172,0.2430449999999999,-0.186253,-0.512292,0.854245,-0.651031
