code,date,1vwap_pct,5vwap_pct,10vwap_pct,15vwap_pct
000001.XSHE,2021-05-13,0.004466741074309044,0.027664173948579517,0.07715624049992036,0.04170984221189002
000002.XSHE,2021-05-13,0.0026949661334652246,-4.383248898329315e-05,0.013185130826903937,-0.002159526360676178
000004.XSHE,2021-05-13,0.004209287323568343,-0.007729004435987014,0.04597312065350387,0.13118812592903903
000005.XSHE,2021-05-13,0.04086849028814829,-0.10130690325089058,-0.06375087831586093,-0.05949031096651377
000006.XSHE,2021-05-13,0.00582241491643902,-0.01772318452532767,-0.017089382362172122,-0.021143052053169062
000007.XSHE,2021-05-13,0.02822425062491866,-0.061000469689628654,-0.009610253457316007,-0.025061208140549397
000008.XSHE,2021-05-13,-0.0005018776408498794,-0.01838468680214217,-0.006388321016038549,-0.0009727341488264822
000009.XSHE,2021-05-13,0.0021460456449898194,0.001914089041906907,-0.013578740240542673,0.017021714484475443
000010.XSHE,2021-05-13,-0.0011186379421001071,-0.015616630973098126,-0.0004298747021888971,-0.00679323404841979
000011.XSHE,2021-05-13,0.013651338416048712,-0.032670228044312105,0.04952545547808327,0.053071428464218244
000012.XSHE,2021-05-13,-0.01349188458653508,0.011180959919191297,0.11232791049107049,0.14238690022977876
000014.XSHE,2021-05-13,0.002547691620729828,-0.02522443721938298,-0.000700236028856109,0.021744362112814716
000016.XSHE,2021-05-13,-0.007026889660216389,-0.030371339684626672,-0.01725290345740287,-0.04418720586137536
000017.XSHE,2021-05-13,0.039827926844770864,-0.04143771111967018,0.023727070519519142,0.0880238881538318
000019.XSHE,2021-05-13,-0.006206422678388731,-0.025041156001183968,0.1178991698334742,0.04321975433705151
000020.XSHE,2021-05-13,0.00026771962720322146,-0.0246735910115103,0.0037600974448909644,0.0324386943259008
000021.XSHE,2021-05-13,0.009934142981931883,0.0267251940432944,0.07272608792173249,0.03804952291319352
000023.XSHE,2021-05-13,0.007020244340682068,-0.0373780101732349,-0.04897544155694082,-0.039722675564547436
000025.XSHE,2021-05-13,-0.0035509356585588354,-0.02261319848901892,0.0018861643290511549,0.012599563940311543
000026.XSHE,2021-05-13,-0.011159584275935717,-0.09361286981300108,-0.09353300689558122,-0.10685476835803458
000027.XSHE,2021-05-13,9.101394717048564e-05,0.13666049937315883,0.11738022905681703,0.13024441570236736
000028.XSHE,2021-05-13,0.007380900194826118,0.010558213472422064,0.006541991936351572,-0.02487977426555448
000029.XSHE,2021-05-13,-0.009521127817876196,-0.029431868370700626,0.00636094738000716,0.03850704582237682
000030.XSHE,2021-05-13,-0.009153332164585,-0.01740440231128552,-0.017668919758717108,-0.006191155317366055
000031.XSHE,2021-05-13,0.005324030557408538,-0.021002884439358764,0.006440871603954901,0.020847472203783794
000032.XSHE,2021-05-13,-0.006567334080015861,-0.04713148812975741,-0.039050891295342956,-0.050426172515504
000034.XSHE,2021-05-13,0.019429739861508723,-0.0010061021898730312,0.05162452649771018,0.08530554965812137
000035.XSHE,2021-05-13,0.018611348917140873,-0.0003383709099057095,0.06524419608729914,0.09769892987748033
000036.XSHE,2021-05-13,-0.0004836707810074061,-0.006403489410526099,-0.0032608460656187023,-0.0076513728472846175
000037.XSHE,2021-05-13,-0.0025216512793651827,-0.010067161943470298,0.1560115188755982,0.11164465696004434
000038.XSHE,2021-05-13,0.002149385389906725,0.02506362357501142,0.019584176596675624,0.09187029109768302
000039.XSHE,2021-05-13,-0.020382193772166594,-0.019913515816850073,-0.04842023285941439,-0.06087560371524221
000040.XSHE,2021-05-13,0.00666684301236391,-0.04213820246663692,-0.014723263353235724,0.0007315444445432341
000042.XSHE,2021-05-13,-0.030101074758779094,-0.034536098008988166,-0.024924978258048184,-0.030036788540414836
000045.XSHE,2021-05-13,-0.006905600952781128,-0.02373910682509984,0.05556353292807203,0.0487750918585229
000046.XSHE,2021-05-13,-0.004473420745842979,-0.057269730771073654,-0.006660535069086556,-0.06365469673491843
000048.XSHE,2021-05-13,0.02636595789328069,0.022734235972954216,-0.03669747036331813,-0.03171734030124459
000049.XSHE,2021-05-13,-0.00038534544991327573,0.01030219887530401,-0.006084949790483062,-0.005133107632870031
000050.XSHE,2021-05-13,0.010593869793580494,-0.002518569771582314,0.019679910491187627,0.020929639257372033
000055.XSHE,2021-05-13,0.00421078815799465,-0.0033824276428300873,0.024827005901096193,0.025525604636217464
000056.XSHE,2021-05-13,0.08787864527282119,-0.02372865603829478,0.044595552822599104,-0.10151822174380569
000058.XSHE,2021-05-13,0.06085713474154336,-0.038564734366420876,-0.05532700797656641,-0.05985656955547148
000059.XSHE,2021-05-13,-0.03617043721645044,-0.04578748954650265,-0.03413659559669332,-0.0029710639667014202
000060.XSHE,2021-05-13,-0.016162815376834182,-0.02330274513379245,-0.027323469490599106,-0.027317191591369718
000061.XSHE,2021-05-13,0.0002561569241371802,-0.022465492181510567,-0.004771734924887812,-0.004172219206476295
000062.XSHE,2021-05-13,0.04266309238347696,0.12349480672436874,0.00962635713432123,0.05389571736759388
000063.XSHE,2021-05-13,0.011462727816907204,0.0264902837177127,0.07132168589988648,0.1527589858270562
000065.XSHE,2021-05-13,0.002021606696970785,-0.05367701822204368,-0.008253125557221202,-0.008824666509631719
000066.XSHE,2021-05-13,0.004660760205417784,0.25824940069880414,0.19439800785644032,0.19978232674372143
000068.XSHE,2021-05-13,0.027543440570436065,0.01737764891648311,0.017519604283992827,0.0446782458213317
000069.XSHE,2021-05-13,0.007357444929696953,-0.016916858117330322,-0.0015981975184525732,0.010517668995767877
000070.XSHE,2021-05-13,0.006189697058734021,0.012957501515397828,0.021612647623828557,-0.0160703158332689
000078.XSHE,2021-05-13,0.06421557451171953,0.0022885595444645333,0.008708885046033161,-0.0021844167247734654
000088.XSHE,2021-05-13,0.004406331690953018,-0.005860329265810852,-0.0030131436637658034,-0.011582076142119112
000089.XSHE,2021-05-13,0.006797017185617713,-0.0005172181729367041,-0.003356587152437098,-0.021428317579277625
000090.XSHE,2021-05-13,0.0038639213215673576,0.00026804689495575287,0.03152567553957192,0.014715240349468525
000096.XSHE,2021-05-13,0.0003957151397482658,-0.01455272559081064,-0.014137415290910157,-0.012726555432763326
000099.XSHE,2021-05-13,0.0034069106478507626,-0.0022381974271669103,0.02727905928027346,0.021049635508475644
000100.XSHE,2021-05-13,0.013027753831061827,0.025984169069590845,0.011982361709391766,-0.026539286138461446
000150.XSHE,2021-05-13,0.050279119493313824,0.01021732998443267,-0.07967335371539523,-0.056728450914492516
000151.XSHE,2021-05-13,0.004896690898471574,-0.006153350277725172,0.014760871606128819,0.0023710570669546803
000153.XSHE,2021-05-13,0.0102748159575453,-0.02815114193054135,0.09173361014579412,0.10790841041602199
000155.XSHE,2021-05-13,0.04217632481179146,0.1160153381302223,0.0442810245896856,-0.011948763994475663
000156.XSHE,2021-05-13,0.0008598045704973471,-0.0019432892413887273,0.0027914814821521396,0.0004426479235124694
000157.XSHE,2021-05-13,0.010360524979232063,0.0068872932649845136,0.02083566846967111,-0.026318366266405296
000158.XSHE,2021-05-13,0.03254745359477823,-0.02115457870753579,0.10411114236277674,0.28149939348687225
000159.XSHE,2021-05-13,-0.04468197679457014,-0.06415903770386973,0.014376353646511918,0.004558048581633825
000166.XSHE,2021-05-13,0.02804092947660114,0.0065081307034277605,0.028336620651316154,0.018605801085342984
000301.XSHE,2021-05-13,-0.002639744891746483,0.03613957892980847,0.09916138502258165,0.037254157934730574
000333.XSHE,2021-05-13,0.0007216200661966149,0.06235951724647911,0.11472567731717905,0.06029026565314431
000338.XSHE,2021-05-13,0.017882773042154985,0.011114069479335064,0.06591287949167206,0.04186449464971114
000400.XSHE,2021-05-13,0.0032992781566065976,0.035605721439888736,0.028762083951270816,-0.004063653822858753
000401.XSHE,2021-05-13,-0.0024915630390973786,-0.017641889090592007,-0.006696741545626672,-0.029374825772255433
000402.XSHE,2021-05-13,0.03426668546534934,0.05114767542474279,0.14299310232931894,0.09112837891402335
000403.XSHE,2021-05-13,0.0378116750512006,-0.011139013341383674,-0.02341179781959702,-0.04006273709103583
000404.XSHE,2021-05-13,0.01222733200177075,0.0007172538856377456,-0.002360910845759187,-0.0004420862022830775
000407.XSHE,2021-05-13,0.010115575163522149,-0.05270153897136443,-0.04580735641598606,-0.02753281737339805
000408.XSHE,2021-05-13,-0.024196108007531015,0.1449408160299272,0.18463291459957826,0.1761115595748392
000409.XSHE,2021-05-13,0.00983223620899476,0.024365658685639613,0.044209058803911946,0.08616875324945707
000410.XSHE,2021-05-13,0.04974805203425889,0.01719866076007012,0.05263815756280167,0.014611869838186502
