code,date,1vwap_pct,5vwap_pct,10vwap_pct,15vwap_pct
000001.XSHE,2023-07-28,0.019823587365794183,0.02199421804429219,-0.007700557861381719,-0.03922680755847947
000002.XSHE,2023-07-28,0.02401799288248546,0.01853785087139419,-0.025328831951595833,-0.04004409229955107
000004.XSHE,2023-07-28,-0.04299695132040562,0.07902738951613066,-0.029801805281865407,-0.09498374934174
000005.XSHE,2023-07-28,0.03676804838710858,0.07949280984750397,0.09117073588999988,0.14259936514247984
000006.XSHE,2023-07-28,0.03483688940669693,0.04944804235090683,0.16306615661313748,0.12173977801566715
000007.XSHE,2023-07-28,-0.014176275578439349,-0.021802214806452905,0.0551084154957145,0.03770456496053516
000008.XSHE,2023-07-28,0.017726891662686584,0.03023143505129563,0.004266121670014657,0.06161781526272269
000009.XSHE,2023-07-28,-0.0008000651739526985,-0.0037466610866501754,-0.04250178709069047,-0.062456056348271304
000010.XSHE,2023-07-28,0.07158040664994844,0.004871284136683092,-0.05416750209725302,0.06695495116054308
000011.XSHE,2023-07-28,0.028500624662347457,0.04090912075744383,0.07233239795796616,-0.004893752731216149
000012.XSHE,2023-07-28,0.013868378480034214,0.019643192280420715,-0.005449204519568886,-0.028627438837474418
000014.XSHE,2023-07-28,0.056063792713050196,0.0492832066927404,0.02248504903538024,-0.012897856501997654
000016.XSHE,2023-07-28,0.01606840001596445,0.03065777656318525,-0.008328709438926737,-0.04573740393194573
000017.XSHE,2023-07-28,0.013697362552262202,-0.012721866832499552,-0.018067896484057034,-0.01921110986111374
000019.XSHE,2023-07-28,0.0464728413897986,0.014459709082439941,0.002572271802212761,-0.03964240643426837
000020.XSHE,2023-07-28,0.0069692912178859175,0.018614357661736948,0.00612731221175416,-0.007409419058462205
000021.XSHE,2023-07-28,-0.022235978657145265,-0.06392831881097565,-0.10685830472452648,-0.13756229147288612
000023.XSHE,2023-07-28,0.019612873538473845,0.01384620869461104,0.009326773564506435,0.04706083069427646
000025.XSHE,2023-07-28,0.01666076578294528,0.021753886910362567,-0.005841563902641332,-0.04579821957066126
000026.XSHE,2023-07-28,0.013312047729886867,-0.002397334850840012,-0.05580077873118079,-0.060912286657778855
000027.XSHE,2023-07-28,0.020236748882239242,0.03071320229748122,-0.003077183401942703,-0.016097679518953575
